stationName,Month,Monthly_Total_Rain
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2023-02-28,0.019590862095355988
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2023-03-31,0.8315404653549194
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2023-04-30,0.25425732135772705
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2023-05-31,1.0772231817245483
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2023-06-30,1.3106341361999512
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2023-07-31,3.515881061553955
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2023-08-31,0.7649244070053101
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2023-09-30,1.1460646390914917
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2023-10-31,0.07845315337181091
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2023-11-30,0.09856584668159485
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2023-12-31,0.015886811539530754
Delhi East PREET VIHAR Gujarat Vihar Pz,2020-01-31,0.9854329824447632
Delhi East PREET VIHAR Gujarat Vihar Pz,2020-02-29,1.1702384948730469
Delhi East PREET VIHAR Gujarat Vihar Pz,2020-03-31,1.1928044557571411
Delhi East PREET VIHAR Gujarat Vihar Pz,2020-04-30,0.314982533454895
Delhi East PREET VIHAR Gujarat Vihar Pz,2020-05-31,0.5411776304244995
Delhi East PREET VIHAR Gujarat Vihar Pz,2020-06-30,0.41217607259750366
Delhi East PREET VIHAR Gujarat Vihar Pz,2020-07-31,1.5059661865234375
Delhi East PREET VIHAR Gujarat Vihar Pz,2020-08-31,2.36496639251709
Delhi East PREET VIHAR Gujarat Vihar Pz,2020-09-30,0.5923468470573425
Delhi East PREET VIHAR Gujarat Vihar Pz,2020-10-31,0.00022170765441842377
Delhi East PREET VIHAR Gujarat Vihar Pz,2020-11-30,0.2619989514350891
Delhi East PREET VIHAR Gujarat Vihar Pz,2020-12-31,0.026611069217324257
Delhi East PREET VIHAR Gujarat Vihar Pz,2021-01-31,0.43192359805107117
